image_name|comment_number|comment
2664820158.jpg| 1| A man with long hair puts his feet up to the camera as two ladies sleep beside him .
390987167.jpg| 1| A woman wearing a black hat and white sunglasses walks up a snowy and steep path .
2331827016.jpg| 2| A person riding a gray horse who has just jumped .
7300199078.jpg| 2| A young boy holds an infant which appears to be in distraught .
6274424188.jpg| 3| A man operating a jet-ski does a flip in the water , and is seen upside down .
3634754655.jpg| 3| A bulldozer on a beach with no water .
4643839937.jpg| 3| A man in a plaid shirt looking through a telescope lens .
349877184.jpg| 3| A man looking over shoulder while on bike .
3852752203.jpg| 4| Some men are working together .
267836606.jpg| 1| A black dog has its mouth open while leaning to the side .
757133580.jpg| 1| A young boy is rock climbing while suspended in a harness .
480200554.jpg| 2| Senior citizen shops for shoes with a sombrero on his head .
866841633.jpg| 3| One person kayaks as another kayer sinks their boat .
3381700783.jpg| 1| A man dressed all in white wearing a white mask on his face pretending to be a statue in a plaza .
30193039.jpg| 2| A man wearing a Speedo swimsuit is jumping on the beach .
4729408045.jpg| 1| a rescue employee getting ready to pry open a car which has flipped over
375392855.jpg| 4| A woman skiing down a slope .
2351694146.jpg| 3| Two men playing guitars are singing at a concert .
4435667506.jpg| 0| Two people wearing all black stand next to a blue wall with a city in the background .
3808149060.jpg| 2| A woman stretches outside of a building called Vira Virou .
2809396455.jpg| 0| There is a man in a striped shirt deep in concentration while in the background a woman is singing or talking into a microphone .
2873070704.jpg| 4| A man in a blue shirt is rock climbing .
4450400692.jpg| 0| It is a busy street with a gray tower and a golden clock face at the top and the working of the clock are somewhat visible .
1815242986.jpg| 0| A woman in a denim jumper and another woman in a navy blue jacket are overlooking a mountain range .
1945370692.jpg| 4| a group of people walking by two SUVs
4726972254.jpg| 2| A man wearing a helmet rides a bright red motorcycle in traffic .
471668102.jpg| 4| A person relaxing by the water .
6800320974.jpg| 2| A group of people are on a beach watching the Vitamin Water Pipe Challenge .
3476709230.jpg| 2| The five children all sit together on the swing .
162152393.jpg| 1| a woman sitting on a wall with several multicolored flags behind her
2720607453.jpg| 0| A photographer in a crowd smiling and using a long lens to take a photo
3540241710.jpg| 4| A man skateboards in a warehouse .
212536960.jpg| 4| Two men outside drink beers outside with their pet dog .
4329187340.jpg| 0| A group of women on a green bus , one has noticed the camera and attempts to imitate it by making a rectangle with her index finger and her thumb .
4704240614.jpg| 3| A man on a scooter is waving to the camera .
3087215978.jpg| 3| Men and women are dancing at a nightclub .
4508482982.jpg| 1| A woman in a red jacket looking at boxes that are on the ground .
3390587952.jpg| 3| This man is in a restaurant that has slot machines .
1799271536.jpg| 2| An orange cat with black stripes on a beach .
534886684.jpg| 2| A man walking his dog in a crosswalk .
3010665251.jpg| 0| A young blond-haired child is pretending to brush the teeth of a large green character that is sitting on the bathroom vanity .
2230620391.jpg| 2| A baby dressed in orange plays with a necklace .
4846892973.jpg| 2| People are having fun they are on the beach swimming
2996302825.jpg| 2| A man in a blue plaid shirt is comforting a crying woman in a black truck .
146021298.jpg| 4| Three men in fishing caps are standing on rocks .
2648310638.jpg| 4| A woman jogging up a hill with a scenic view behing her
5897266539.jpg| 2| A chef prepares a table with food behind it .
3597007663.jpg| 0| A little girl jumping into the stream of water on a hot day .
196523254.jpg| 1| Workers use large machinery at a work site .
7309436654.jpg| 1| A man in a soccer uniform is kicking the ball while another man watches in the background .
544764927.jpg| 3| A dark-haired woman is walking past a subway entrance .
2597737483.jpg| 1| Boy sliding down the slide with outstretched arms .
3628059004.jpg| 4| A woman is laughing while playing guitar .
5311134561.jpg| 0| A group of adults riding exercise bikes in a room with a long mirror .
226539844.jpg| 4| A woman with a black shirt laughs with some police officers .
328322290.jpg| 4| A black man purchasing goods at a market .
90358839.jpg| 4| An officer worker making a phone call .
131890223.jpg| 2| A diver underwater having fun with a sea turtle .
2116857398.jpg| 3| A man in a scarf is playing a tuba .
4775810124.jpg| 1| A large group of people are standing between buildings outside .
1354318519.jpg| 4| A baby is laughing .
388526913.jpg| 3| A woman in a black hat standing behind a doll stand .
107936523.jpg| 0| A person with brown pants is sitting around a fenced area that has sparks flying .
1370293802.jpg| 1| An older Asian man is baking bread sticks in an oven .
2044063458.jpg| 0| Two dachshunds , one black the other brown , run on grass .
3632258003.jpg| 0| These four men , two shirtless , are shoveling sand .
3065560742.jpg| 2| A boy playing hockey lies on the ice , injured .
2095435987.jpg| 4| A dog lying on its back in the sand .
5476688378.jpg| 0| A man in white with a dirty apron is using a wooden paddle to put something into a brick oven .
5922945248.jpg| 4| Four people wearing black leotards dancing on a beach .
2554546648.jpg| 2| A man is siting on the ground strumming an electric guitar .
278002875.jpg| 4| Four young adults gathered outdoors
497579819.jpg| 1| A terrier stands in a field of grass and daisies
186890601.jpg| 2| A man in red shorts swinging on a rope over a lake .
4754577090.jpg| 0| A woman wearing a white handkerchief scarf and light blue dress looking at a wagon wheel .
6669146081.jpg| 2| Three men stand on the podium while four other men stand along with them as part of the awards ceremony .
525863257.jpg| 4| A man fly fishes in a large river .
3188203103.jpg| 2| A group of people surround a bunch of inflatable pink stars .
2155994202.jpg| 4| A man working with cement in construction .
4446496491.jpg| 0| Two elderly women , one wearing a pink sweater and one wearing a blue sweater .
5691273194.jpg| 1| A group of five men in t-shirts and shorts jog on a brick walkway .
2366958894.jpg| 0| Guy and girl looks at a person giving a speech while they are sitting down .
5566972.jpg| 4| A wheel loader picking up some dirt .
5250458311.jpg| 2| A painter is sitting on a pulley painting an outside wall .
2550011909.jpg| 1| The children play with sparklers at night .
175556963.jpg| 2| A large group of people of various ages and genders sit outside together .
255091927.jpg| 0| Two Asian men and Asian woman sit in black massage chairs .
410050096.jpg| 0| A woman with long black hair paints the nails of another person a deep maroon color .
4523218758.jpg| 2| A group of ladies walk down a busy sidewalk .
2549228224.jpg| 2| Indians celebrate their culture in traditional clothing through song .
5519356022.jpg| 4| Two children are playing doctor with an infant .
2511798599.jpg| 0| At an outdoor event , one man is speaking into a megaphone while another man is holding the megaphone .
4927778124.jpg| 3| Two little girls , sitting on a brick wall , sharing at a book .
256292144.jpg| 1| A bulldog is running through a grassy park while people stand in the background .
3147399239.jpg| 2| Indian man in an orange tunic with a cane talking with a local .
7785430960.jpg| 2| A woman hold a microphone while standing next to three unused microphone stands .
4716364657.jpg| 2| Two young black women walking down the street .
3874666884.jpg| 1| A man in a yellow jumpsuit is standing outside next to brown bags on the ground .
2873648844.jpg| 0| A fluffy dog is wearing a green guard jacket for an elementary school .
4398587015.jpg| 1| A man with a green and black jacket and white helmet rides a motorbike in front of a crowd .
2635164923.jpg| 1| A young child wearing a blue helmet rides a skateboard over a ramp .
2927878881.jpg| 2| Someone playing with their dogs on the beach .
4575508753.jpg| 4| Woman standing inside a window with artwork .
4823839290.jpg| 4| Man look at water sitting on a bar .
3380140802.jpg| 1| An older man leads his white donkey , which is attached to a wagon .
2245677806.jpg| 0| A woman is reading a book while standing and waiting for the subway .
2800990525.jpg| 4| A man poses outside of some buildings .
4800121810.jpg| 3| A group of people wearing life vests standing on a rock .
14813436.jpg| 4| Three women sit by a pond .
3533577805.jpg| 3| Three seniors look out the window at the water .
2609133063.jpg| 4| A child playing under a bench where a woman is sitting .
259611216.jpg| 1|" A young child enjoys playing in a car that features the cartoon character "" Barney . """
4669478070.jpg| 4| Two individuals are working a food booth .
23017628.jpg| 4| This woman is playing tennis .
4973611817.jpg| 2| A police officer talks to the owner of a parked car .
3002092962.jpg| 4| 3 women cooking in a kitchen .
7036852925.jpg| 1| Two hockey players are standing over another hockey player who is trying to hit a puck .
4552874290.jpg| 1| A man in a black and white striped shirt photographing a woman by a fountain .
235074044.jpg| 0| Crowd waiting on Main Street subway platform for a train .
239051548.jpg| 2| A busy restaurant filled with many people talking .
6381062375.jpg| 4| Women backstrokes in pool .
3568225554.jpg| 0| Two men are climbing on an interestingly shaped rock feature .
138475481.jpg| 4| Some men in windbreakers grill hotdogs .
1461653394.jpg| 1| A white dog snarls at a black dog in front of a set of steps .
4867579379.jpg| 3| A man is playing chess with a young boy .
4971285325.jpg| 0| A rear view of a young man with a brown backpack and cardboard box under left arm walking across a street .
4838312099.jpg| 2| Two people of the opposite sex sitting on a bench .
29320965.jpg| 2| Young boys in martial arts uniforms at a park .
742586128.jpg| 0| A woman in blue scrubs is kneeling in front of an upside down bicycle while a man in a white shirt looks on .
2491265237.jpg| 3| A crowd of people walks down an open street .
841397013.jpg| 1| Two chinese people are standing by a chalkboard .
4401074280.jpg| 3| A crowd is watching a motorcycle drive by .
4439032965.jpg| 1| A woman in a red parka is handing out fliers on a road .
2745372673.jpg| 1| An elderly man with his hands placed upon some kind of barrel in a truck yard .
2464259416.jpg| 4| Two dogs are playing in the sand .
3737556823.jpg| 4| guy wearing a hat skating with skateboard
437549483.jpg| 2| Demonstration of martial arts by young female in gymnasium .
4607088777.jpg| 3| People walking on the streets during rush hour .
4525917968.jpg| 4| A girl fixes her earring on the side of a busy , wide sidewalk .
4709236295.jpg| 2| A woman with red-hair and large tattoo is sitting in a chair outside .
7105752337.jpg| 0| A black woman runner wearing green shorts and green top with lime green stripe on it running past from right to left .
413426348.jpg| 2| A man is playing the flute into the microphone .
132935994.jpg| 0| An elderly firefighter in an orange suit is holding a fire hose with water coming out .
2621415349.jpg| 3| A man with sunglasses on puts a chip in his mouth .
556568556.jpg| 2| A little kid plays on the swing at the playground .
491337432.jpg| 2| Man standing on soccer ball with knees while two women watch .
2664102751.jpg| 4| A man hanging just above the ground .
3421477759.jpg| 2| A large group of people watching a person climbing a pole .
5732659631.jpg| 3| Two men and four children wearing matching clothes .
90093157.jpg| 0| An old man in a suit jacket and glasses is standing in front of an adults only establishment painted blue .
4714879695.jpg| 4| Four girls crossing street .
1873666741.jpg| 4| A man smoking a cigarette is working outside .
4467116231.jpg| 4| A family standing in shallow water .
2101068655.jpg| 1| A couple is hugging and one of them is holding a sign that says free hugs .
3385246141.jpg| 2| a skier doing a trick on pole while being photographed by another man
2603033456.jpg| 0| A young boy wearing a white shirt is playing in the sea on a beach .
2308352490.jpg| 3| A man on the side of a steep roof doing some work .
2786996501.jpg| 4| Two young women in sunglasses lying on the grass .
2891943949.jpg| 3| A woman in an orange jacket sits on a bench .
3024252869.jpg| 0| Figures cross the street , both on and outside the crosswalk , while many cars have stopped .
3944884778.jpg| 3| A group of people walk in front of a mountain .
2396034865.jpg| 1| Two children , running toward the photographer , with a dilapidated tents in the background .
7503567664.jpg| 3| An ATV rider gets air out in the sand dunes .
2512876666.jpg| 1| A man and a dog stand atop a black ashy mountain range .
3619806638.jpg| 3| Two young men are skateboarding at a park near a large house .
2221241506.jpg| 0| A man with glasses looking down at something while sitting on something made of concrete .
4418466422.jpg| 3| The girls are sucking on lollipops .
2496399593.jpg| 1| A brown-haired lady smiles at the camera in front of trees .
2346189044.jpg| 2| A young boy at a party , dancing enthusiastically .
4145725901.jpg| 1| Three men are gathered around while one is operating a camera .
6743911073.jpg| 4| A bicyclist is in the mud walking their bicycle .
2428275562.jpg| 1| A black and white dog is sliding down a sandy hill .
5457524393.jpg| 4| A man in an orange shirt is eating a meal .
2630948997.jpg| 1| A blond women in a karate uniform has her right arm extended in a punch stance .
3176968956.jpg| 1| A man windsurfs with a group of other windsurfers .
7541450008.jpg| 1| Two men in bright orange vests are painting a curb white .
2455800418.jpg| 0| A young toddler is playing with a dinosaur toy and a yellow block while sitting in the bathtub .
2078665663.jpg| 2| A man and a woman carrying bags are walking down the sidewalk .
4967328828.jpg| 2| The lady in the bikini is laying in the sun near the pool .
2390286467.jpg| 0| college men and woman sitting at a meeting in a room with a teacher while one of the men is standing and explaining something .
4739481821.jpg| 2| A woman dressed in a bikini looks up while laying in the sun .
6074401666.jpg| 1| A man in a lab coat is doing some type of experiment in a lab .
4799459247.jpg| 1| Children are wearing life-jackets on an inflatable boat with paddles .
2735517817.jpg| 1| Three men in vests sitting down near a pile of dirt with their backs facing a wall .
6141981912.jpg| 2| A soccer player quickly puts the ball back into play as a an opposing player marks him closely .
4497283483.jpg| 2| The ban in the black hat is playing charades with his friend .
2725042940.jpg| 0| A young boy hanging off a child 's basketball hoop looking very excited .
3555231025.jpg| 2| A young girl in blue jeans and a red shirt is in the green grass .
8113418940.jpg| 3| A male biker is doing a trick on a dirt path .
3426933951.jpg| 3| The four children are playing with a ball outside a building .
3372340429.jpg| 4| Three dogs playing in the snow .
4946160196.jpg| 0| There are two men , one wearing a shirt , one is n't , both wearing red pants and holding onto a ladder with both arms and their legs extended out into the air .
3292277400.jpg| 3| Two dogs playing in the grass .
4642712113.jpg| 3| A woman is wearing dark jeans and a bikini top at the beach .
3703188393.jpg| 0| A bus that 's being driven by a man that seems to be giving a tour by the woman .
2304444199.jpg| 0| The little girl in a pink shirt and jeans is climbing up a rock climbing wall .
81707157.jpg| 2| A girl wearing black is riding a giant unicycle on the beach .
7327356514.jpg| 2| An oriental baby staring into the camera being held by her mother .
1361420539.jpg| 2| The black dog is running through the grass .
4797654743.jpg| 0| Woman walking alone down country road looks back over her shoulder .
2393971707.jpg| 1| people in red and pink walking down large steps
4796004241.jpg| 0| A woman in a white dress with a tattoo on her leg is being shown a picture by a man .
4953949496.jpg| 0| Passersby see a man under umbrellas , surrounded by caricatures at a street fair .
2460134050.jpg| 2| The black and white spotted dog is running outside .
4430003521.jpg| 0| A man in a green hat with a red and yellow star looks to the left with a serious expression .
404619468.jpg| 2| Two Muslim men sitting on their stall to make some money with that business .
1007320043.jpg| 2| The small child climbs on a red ropes on a playground .
512306469.jpg| 0| Young boy wearing a paper printed hat , blue jacket and blue and black face paint holds hands near mouth
455856615.jpg| 2| Two feet wearing yellow ski boots on ski
7706529954.jpg| 0| A Croatian basketball player takes a foul shot during the Olympics .
4814584955.jpg| 2| children playing on in a play area and people sitting on chairs .
2531531143.jpg| 0| A woman in a white hat and gray scarf stares and smiles at a man completely covered in pewter colored paint .
6960234433.jpg| 1| A woman with glasses and a man with a brown shirt are rolling out brown paper in a tent .
306395036.jpg| 3| A young boy giving a thumbs up to the camera .
5984974054.jpg| 0| A small white car is stuck on the track , while the train car that hit it at a slow speed , sits still , as a rescue worker helps the driver .
4969217324.jpg| 2| A man with a beard walks down the sidewalk past a bicycle crossing sign on the ground .
4718145266.jpg| 4| A group of people surrounding a food station
3569416047.jpg| 4| A person rides a bicycle by a long , red wall .
4569866594.jpg| 3| People standing at the starting line of a race .
5080041741.jpg| 1| A woman in jeans and a red shirt poses with her fists clenched and foot extended .
2728593132.jpg| 1| A man in a red shirt and wearing a white bandanna on his head is sitting on a sound stage .
4757950870.jpg| 3| Women walk on a crowded sidewalk .
477429473.jpg| 3| One of the wrestlers has pinned his opponent .
394463341.jpg| 3| a dog on a leash jumps over a stone wall .
558338473.jpg| 4| Two men dressed in black practicing martial arts on a gym floor .
4712411908.jpg| 4| A woman doing yoga outdoors .
150387174.jpg| 1| A man is going between two red flag markers on a dirt bike .
2720985888.jpg| 3| A little girl laughs while playing in a playhouse .
261627889.jpg| 2| Two workers spread cement onto a brick building .
2973116262.jpg| 4| A man in a green shirt roping a calf in a rodeo arena .
78050495.jpg| 2| A group of people play a card game at a table in a building .
4360988503.jpg| 2| A judge for a dog show is in a suit and examining one of the dogs .
3475936747.jpg| 2| Three children and an adult paddle a canoe down a heavily forested river .
347868616.jpg| 2| An elderly man wearing a heavy green coat is selling his goods at his spot on the sidewalk .
4202073868.jpg| 4| Indie artist plays guitar .
3159447439.jpg| 2| Two dogs are running through the grass .
933118213.jpg| 1| The child wearing a cap is holding a fishing pole .
3996949550.jpg| 0| A woman with long hair is meditating on a beach .
4801153502.jpg| 0| A man with a gray t-shirt and Yankees hat , and a girl with jean shorts and brown top are standing in front of a stone building with stairs looking depressed .
5944489107.jpg| 1| A jockey on a white camel takes the lead in a camel race .
3368607300.jpg| 0| Workers are building something on stage in an auditorium .
504413268.jpg| 2| A smiling man with a yellow hard hat is peeking out from a manhole .
7420985602.jpg| 3| Two workers in uniform are standing next to some heavy machinery .
4103883293.jpg| 2| A crowd of people attend an outdoor event .
3249738122.jpg| 0| A participant in a dog sled race passes onlookers .
505370396.jpg| 3| A man in a yellow vest is holding a hose to a plane .
3200120942.jpg| 4| People on a ski lift .
160128865.jpg| 3| Two people are wearing helmets that have candles on top .
2750154354.jpg| 0| A blond-haired boy wearing a red shirt and red shorts climbing a tree .
201214645.jpg| 1| A man dressed in black and white is using a sharp tool to cut wood .
7378528824.jpg| 1| A little boy playing in rocks and sand down by the water .
3621095412.jpg| 1| Six young adults , one holding a dog by the leash , jump ecstatically on the beach .
2899783188.jpg| 3| A woman in a red striped shirt plays with a string toy .
6167479966.jpg| 2| The home team comes running out on to the football field .
5465722830.jpg| 1| A woman in a hat and sunglasses looks at some produce in an outdoor market .
6615220801.jpg| 1| A skier is going down a snow covered mountain .
10751489.jpg| 4| A man with glasses lighting a candle .
4948875390.jpg| 0| A plaza consisting of restaurants with people walking the streets and sitting outdoors .
3271178748.jpg| 0| Number 13 kicks a soccer ball towards the goal during children 's soccer game .
415118186.jpg| 3| A person taking pictures outside in the snow .
263428541.jpg| 1| A man is riding a bucking horse trying to hold on and not get thrown off .
485909472.jpg| 0| People walking in a park with green grass , trees and red flowers .
493654365.jpg| 0| Five children spin around on a playground roundabout ; three lay on their backs , while one attempts to pull himself up with both arms , and another holds onto the side while sitting up .
195226258.jpg| 2| A guy wearing a red shirt and yellow hat is tasting some ice cream .
4295279957.jpg| 1| An elderly woman wearing a green jacket , and a red hat , holds her black shoulder bag as she looks on at a distance .
3856176585.jpg| 3| Nurses are looking at various toys in the medical center .
2525552286.jpg| 2| A girl in a pink dress speaks to everyone over the microphone .
7526600638.jpg| 3| A man on a surfboard riding the waves .
3247341210.jpg| 1| A group of people crossing ropes that are suspended over water .
3021435473.jpg| 0| Two children in swimming trunks are standing under a water sprinkler while a crowd looks on .
3428985247.jpg| 1| A man is using a tool on these long pieces of wood .
3263741906.jpg| 3| A dog is running on a pathway .
401059368.jpg| 0| A smiling man of Asian descent is sitting in his slightly-untidy cubicle at a desktop computer with several windows open , both hands poised in proper keyboarding position .
3653837067.jpg| 1| The horseback rider and her horse are jumping rails .
461019788.jpg| 2| A stone dock and a couple hugging at the end , water behind .
2735979477.jpg| 0| Two big dogs , brown and tan , are running in grass .
486016665.jpg| 4| Two women jog down the street .
3856738971.jpg| 0| People at the carnival riding an amusement ride called the Twister .
3051972592.jpg| 4| A man serving and protecting .
6575547265.jpg| 3| Three women are wearing white and red uniforms and blowing from small pipes .
3310551665.jpg| 1| a young boy sticking his head inside a huge bubble
69710415.jpg| 2| A group of people stand at the edge of a cliff over the ocean .
263104639.jpg| 3| A woman in a red jacket and blue jeans is sitting in front of a red arch .
4550055382.jpg| 4| Two women in saris work together in a village .
2315335328.jpg| 2| A woman with blond-hair , glasses , necklace , and a green and blue floral dress is holding a yellow container .
4705826208.jpg| 4| two people waiting on the corner .
476765164.jpg| 2| Large group of asian people relax on a sidewalk .
226664962.jpg| 0| A group of formally dressed men and women stand outside with a photographer looking on .
2864608641.jpg| 3| Three children are standing on the platform next to train tracks .
417024751.jpg| 3| A man in a fleece jacket works with a piece of tin .
3548365737.jpg| 2| A child in a red and white jacket running in the desert .
55903788.jpg| 2| A woman sits as another woman brushes out her hair .
4755599999.jpg| 0| Two blond women in red shirt facing away from the camera , standing at the edge of a seated crowd .
3335985175.jpg| 0| Several people are doing a traditional dance in the streets of a city with many onlookers in the background .
103205630.jpg| 3| two men setting up a blue ice fishing hut on an iced over lake
5511460259.jpg| 4| A family photo of children eating a meal .
1676601498.jpg| 3| Man and woman watching something near rocky ocean surf .
4470861434.jpg| 2| Two men , one with a mohawk , are standing together on the street .
3201115507.jpg| 1| A man is holding a microphone while her performs with his band .
2773747725.jpg| 1| A woman dressed in blue holding the reins of a brown horse by a racetrack .
6715658033.jpg| 1| A woman is applying red fingernail polish to her nails .
3121997129.jpg| 2| Three firemen holding onto ropes from above .
235287598.jpg| 1| A young girl is fishing from a dock on a lake while the sun is setting .
36880708.jpg| 2| Six musicians are playing xylophones together in the middle of a dark room .
2832594839.jpg| 2| A boy and a man who seems to be the boys father work on an art project together .
4552688825.jpg| 2| A group of people are listening to a live indoor musical performance .
247188294.jpg| 3| A girl is sitting on a chair in a white room .
3543294190.jpg| 4| A man in a red outfit balances on a bike .
463551598.jpg| 4| A busy day for citizens at a local city court .
4410008455.jpg| 2| Two onlookers watch someone arranging food in an outdoor market
2603868528.jpg| 4| Young lady in a tennis match .
2224995194.jpg| 2| Two people hang from safety ropes over a giant cliff .
7754645524.jpg| 3| A crowd of people set on a lawn and watch the Olympics on a jumbo screen .
4722714581.jpg| 3| Two men in red shirts carrying a white frame .
2403376030.jpg| 0| A woman in a black sweatshirt is walking on a dock with a wet dog .
1144288288.jpg| 3| A person in blue shorts and wearing a Walkman jogs .
4860150109.jpg| 4| A woman in a white hat looking at her scarf .
7291431398.jpg| 4| A baseball player about to catch a ball .
2430085858.jpg| 3| Fourteen member of a choir sing on a stage .
2929086689.jpg| 0| Two men are standing in a room , pointing in opposite directions , while another man is standing in between them looking to his left .
4093883603.jpg| 3| A male with a hat and glasses is standing around .
4894124300.jpg| 1| The little girl is watching the lady write on the ground .
3074842262.jpg| 1| A boy with blue shirt kicking off dead leaves from a pile of leaves .
3501175119.jpg| 2| Two women outside of the old building on the street sitting in a chair talking
118309463.jpg| 3| A boys baseball team wear their uniforms .
2158267555.jpg| 0| A girl is riding on a pony with a little girl and a woman standing beside the pony .
2647132885.jpg| 4| A man prepares a kite for flight .
3816206376.jpg| 2| A man is driving a car with a sign on the roof advertising used cars
2810289270.jpg| 1| A young lady in a dress with a doctor pressing a stethoscope to her chest .
4948995543.jpg| 1| A man with no shirt on is standing next to a dumpster outside .
3319712233.jpg| 1| Two men who play in hockey , one with a red jersey and one with a white jersey , are fist fighting each other .
369802520.jpg| 1| a fluffy little dog running through the snow
3331525712.jpg| 3| Woman on stage at Amnesty International event exchanges gestures with man offstage .
5615084425.jpg| 0| Three men in a science lab watch one of them hold a burning object , one man on the side is reaching for the ground .
2644277889.jpg| 3| Two women in an arena boxing with a man in the background watching them .
2517082705.jpg| 2| A boy poses on a shadow-dappled lawn .
448803467.jpg| 3| Four children playing in a flooded playground .
393959556.jpg| 4| A woman tastes a watermelon at an outdoor market .
3176131893.jpg| 4| Four boys sit in the mud .
3932691940.jpg| 1| A young woman is sitting on outdoor steps while playing a white accordion in front of a toddler .
2831217847.jpg| 2| A blue SUV drives in a stream surrounded by woodlands .
247874544.jpg| 2| A woman sitting in a seat with a hat on singing .
3368902903.jpg| 3|" Three people walking in front of "" The Odeon "" ."
4511956396.jpg| 1| A man in a red uniform standing outside of Broad St Station talking on a cellphone .
4490660229.jpg| 1| A man in a dark suit and hat is talking to a woman in a white headscarf on the street .
4895977486.jpg| 0| Male in brown leather jacket and black slacks , looking down at his phone , leaning against a brown painted box .
3454754632.jpg| 4| A young girl holding a stuffed pig smiles .
51691739.jpg| 4| A band performs on stage .
1043819504.jpg| 3| A group of people standing in front of an igloo .
258434606.jpg| 2| Two elderly gentlemen in sweaters are seated outdoors and engaged in conversation .
6181621171.jpg| 3| Five ladies dressed in vibrant colors having fun dancing .
1597319381.jpg| 1| A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch .
3107426138.jpg| 3| Two men play-swordfighting at a gathering .
4750415524.jpg| 0|" Three men stroll down the street beneath a large red awning that says "" Arrivo "" ."
6075991802.jpg| 0| A very young boy is sitting on his preschool type bicycle under an outdoor table .
4203065094.jpg| 3| A woman sings to a group of people holding their hands up .
1306145560.jpg| 0| A black dog , with a tennis ball in its mouth , swims through water .
1092437557.jpg| 0| Woman is enjoying herself being outdoors biking in a forrest preserve .
8095826683.jpg| 0| Three young musician in a band performing by female singing and two males playing guitars .
6955501424.jpg| 3| A BMX bike rider tears down a curve on the path .
3561404991.jpg| 1| A group of people hike up a snow covered mountainside .
8063802042.jpg| 4| Two boys doing bike tricks off wooden ramps .
2573969957.jpg| 2| Two men from the army presenting at a grade school .
4658316753.jpg| 0| A woman in a bikini looks at the camera and smiles while lying in a shallow pool of water , with several beach umbrellas and the ocean in the background .
3040575300.jpg| 4| Two surfers on riding a small wave .
4672034241.jpg| 4| A man in a bike helmet helping a child in a bike helmet .
4814925710.jpg| 0| One man in a leather jacket , holding his head in his hands , wearing blue jeans , with a giant yellow bag , sitting on a white bench , next to an older male wearing reading glasses and reading a book .
4902805416.jpg| 1| Three young women standing in front of a photo booth .
1577667570.jpg| 0| A young woman in sweatpants looks behind her while standing near the public toilets .
473592754.jpg| 3| A man in a long blue cape walks into an old stone building .
2321466753.jpg| 4| A baby hold a wicker basket .
3238314499.jpg| 4| Two men speak closely at a party .
1462927288.jpg| 2| A man playing a guitar on stage while a man plays drums in the background .
1342766791.jpg| 4| A boy pushing another boy up a pole .
3613375729.jpg| 2| A person is riding a red motorcycle around a track .
4761927608.jpg| 4| A popular tobacco bar in the city .
2771662950.jpg| 3| Baseball player in a 22 jersey catching a baseball .
1308617539.jpg| 0| A young boy running with a boogie board into the water
3182121297.jpg| 2| The snowboarder in the blue pants is performing a trick .
743635194.jpg| 4| Several people are on a boat in the ocean with scuba gear .
400739268.jpg| 1| A child is looking at a round storage where stuffed toys are kept .
119364730.jpg| 0| A man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .
3243795337.jpg| 3| An older woman adding spices to food she is preparing .
4955130534.jpg| 4| A young girl standing next to a stroller with a baby .
24832988.jpg| 1| A woman and a young girl are sitting at a table in a restaurant .
3425685827.jpg| 3| People outside sitting on the grass under cherry blossom trees .
3597326009.jpg| 0| A girl 's hands , another person 's feet , and a boy playing bongo drums sit on a picnic table .
196371457.jpg| 3| Two women wearing green shirts are getting off a tour bus .
224153937.jpg| 3| There are lots of people in the streets .
4788900125.jpg| 3| A formally attired couple find an informal moment in the fountain .
3698928767.jpg| 0| A man in a blue shirt is in the parking lot next to a white truck and metal building .
403373142.jpg| 3| A father and son begin a fishing trip in a boat .
3302317927.jpg| 3| A red-haired woman sits on a subway .
4776012984.jpg| 3| A big group of students surrounding a storm trooper .
4808316459.jpg| 0| An urban street corner features a white van and a bicycle rider to the left of a brown building which has a variety of objects on display in front of it .
3454621502.jpg| 2| A black dog leaping off the sand .
8218123217.jpg| 4| Aaron Rodgers throwing the football during a game .
2339966133.jpg| 4| Two men in business attire standing behind a camera .
471402959.jpg| 3| Woman in orange clothing putting her palm over her face .
2871981087.jpg| 2| Cheerleaders show symmetry as they prepare to perform .
2220185725.jpg| 4| A man watching two dogs in the water .
3621741935.jpg| 4| A little girl eats ice cream near her bike .
4831663766.jpg| 2| Two people are in the ocean , near the shore , using a type of raft .
8142325771.jpg| 0| A man dressed in a clown costume and a young girl wearing a bright pink coat , are walking along a sidewalk at nighttime .
2302523930.jpg| 0| A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans .
4696106624.jpg| 2| A man walking his dog stops to purchase some postcards .
324641725.jpg| 0| A man in a tan jumpsuit and baseball cap is operating a heavy piece of machinery .
2945213105.jpg| 2| Here is a young women sampling the wine while she cooks .
2697822530.jpg| 4| A group of people hold on to a long skinny object .
2290122740.jpg| 0| Three men are outside at sunset doing different activities , including jumping , sitting , and playing with a soccer ball .
4857199881.jpg| 3| Lady dressed in white on blanket in middle of crowd .
3178587591.jpg| 2| A young African child is being fed a banana .
3202281074.jpg| 1| People are looking at the wares of a street vendor .
2331539071.jpg| 4| Two men wearing bright yellow vests sit in a vehicle .
2512585330.jpg| 1| A group of people are standing outside staring at various people lying on the ground .
3189941492.jpg| 3| Four girls jump in the sand at the beach .
1295476404.jpg| 1| A lady with dark hair is playing a harp .
